Doc_ID,Sentence_ID,Country,Year,Document_Name,entity_name,ner_label,qh_category,qh_sub_category,qh_exact_category
1,436,CAN,2022,Canada's National Quantum Strategy,ITB Policy,ORG,,,
1,437,CAN,2022,Canada's National Quantum Strategy,Trade Commissioner Service,ORG,,,
1,437,CAN,2022,Canada's National Quantum Strategy,TCS,ORG,,,
1,437,CAN,2022,Canada's National Quantum Strategy,Canada Trade Commissioner Service – Global Affairs Canada,ORG,,,
1,437,CAN,2022,Canada's National Quantum Strategy,GAC,ORG,,,
1,437,CAN,2022,Canada's National Quantum Strategy,NQS,ORG,,,
1,437,CAN,2022,Canada's National Quantum Strategy,Government of Canada,ORG,,,
1,438,CAN,2022,Canada's National Quantum Strategy,RegionalBusiness Network,ORG,,,
1,438,CAN,2022,Canada's National Quantum Strategy,GAC,ORG,,,
1,439,CAN,2022,Canada's National Quantum Strategy,NRC,ORG,,,
1,440,CAN,2022,Canada's National Quantum Strategy,NRC IRAP,ORG,,,
1,441,CAN,2022,Canada's National Quantum Strategy,Space Technology Development Program,ORG,,,
1,441,CAN,2022,Canada's National Quantum Strategy,Canadian Space Agency,ORG,,,
1,441,CAN,2022,Canada's National Quantum Strategy,CSA,ORG,,,
1,441,CAN,2022,Canada's National Quantum Strategy,STDP,ORG,,,
1,442,CAN,2022,Canada's National Quantum Strategy,SIF,ORG,,,
1,442,CAN,2022,Canada's National Quantum Strategy,Science and Economic Development Canada,ORG,,,
